nu, theta0, theta1, theta2, theta3, theta4, theta5, theta6, theta7, theta8, theta9, theta10, theta11, theta12, theta13, theta14, theta15, theta16, theta17, theta18, theta19, theta20, theta21, theta22, theta23, theta24, theta25, theta26, theta27, theta28, theta29, theta30, theta31, theta32, theta33, theta34, theta35, theta36, theta37, theta38, theta39, theta40, theta41, theta42, theta43, theta44, theta45, theta46, theta47, theta48, theta49, theta50, theta51, theta52, theta53, theta54, theta55, theta56, theta57, theta58, theta59, theta60, theta61, theta62, theta63, theta64, theta65, theta66, theta67, theta68, theta69, theta70, theta71, theta72, theta73, theta74, theta75, theta76, theta77, theta78, theta79, theta80, theta81, theta82, theta83, theta84, theta85, theta86, theta87, theta88, theta89, theta90, theta91, theta92, theta93, theta94, theta95, theta96, theta97, theta98, theta99
1,0.97574,0.71881,0.94094,0.94795,0.98008,1.07065,1.31532,1.14158,1.22873,1.33806,1.32230,1.37623,1.54065,1.61850,1.85412,1.59709,1.68013,1.94399,1.90027,2.19143,2.34651,2.27485,2.25404,2.11312,2.34899,2.47882,2.67711,2.44746,2.61020,2.73949,2.64676,2.83882,2.88402,2.94034,3.06601,3.31625,3.25688,3.28534,3.48390,3.40743,3.60606,3.44376,3.65265,3.83246,3.68997,3.87397,3.87343,3.93136,3.84210,4.06787,4.07694,3.98802,4.13769,4.51408,4.32531,4.42771,4.53750,4.62907,4.67237,4.66187,4.77943,4.88855,4.81248,4.95542,5.00344,5.05961,4.98578,5.05277,5.18336,5.30209,5.31935,5.47980,5.50027,5.61021,5.58205,5.57833,5.64762,5.69036,5.79642,5.94250,5.87890,5.95478,6.08523,6.11724,6.00629,6.25209,6.25454,6.32012,6.15367,6.43542,6.54120,6.51958,6.47307,6.59116,6.81090,6.80228,6.99126,6.94806,6.82746,7.02970
1,0.75709,0.99260,0.80206,0.91058,1.13740,1.07912,1.12555,1.21377,1.40941,1.32869,1.40233,1.30926,1.49174,1.60771,1.70717,1.79898,1.66812,1.94255,1.95934,2.10097,2.07569,1.94124,2.06459,2.28010,2.31049,2.21410,2.38897,2.46195,2.51683,2.65776,2.63907,2.65792,3.04200,2.93897,2.86875,2.99566,2.98568,3.05469,3.02166,3.21090,3.22216,3.34437,3.34937,3.56871,3.34493,3.40239,3.58324,3.65118,3.73162,3.83143,3.89156,3.86979,4.01674,4.07634,4.12769,4.23270,4.16227,4.19706,4.21092,4.46267,4.46933,4.78304,4.61043,4.67276,4.68029,4.68069,5.15219,5.00469,5.14788,5.20892,5.20310,5.24092,5.39867,5.69383,5.32595,5.39052,5.78473,5.47768,5.76199,5.98934,5.54655,5.89636,5.96529,6.03417,6.30955,6.20864,6.31153,6.12788,6.42358,6.28716,6.52709,6.53030,6.70640,6.61859,6.52157,6.80931,6.82842,6.81288,6.87144,6.96017
1,0.91672,1.02760,1.11959,1.08637,0.92590,1.05993,1.38261,1.38015,1.31644,1.55432,1.52961,1.53120,1.67767,1.67143,1.61914,1.70642,1.76777,1.84635,2.02594,1.82416,2.03131,2.22032,2.03900,2.07941,2.38178,2.34852,2.27118,2.24854,2.45502,2.54355,2.51347,2.51423,2.76769,2.63383,2.81398,2.98777,2.87980,2.88394,3.07638,3.03742,3.24430,3.07039,3.21778,3.36431,3.54963,3.34589,3.60431,3.49096,3.61650,3.69220,3.80360,3.79119,4.09190,3.85494,4.08375,3.99821,4.25680,4.08862,4.45115,4.28888,4.43378,4.45540,4.67016,4.66070,4.72318,4.70102,4.92359,4.80559,4.96886,5.04593,5.15313,5.23129,5.07165,5.22132,5.41972,5.44171,5.48914,5.72314,5.59832,5.53264,5.91073,5.70330,5.87489,5.82153,5.99130,6.10743,6.16639,6.20413,6.40237,6.37479,6.48629,6.39288,6.63080,6.65179,6.62978,6.87263,6.87416,7.02231,7.07373,7.22685
1,0.85760,0.96484,0.94963,0.95252,1.15857,1.17750,1.20181,1.19568,1.34798,1.42778,1.39049,1.25838,1.46746,1.67000,1.72547,1.82399,1.96785,1.87318,1.93654,2.18213,1.91356,2.16406,2.13809,2.14437,2.27875,2.29513,2.50771,2.39484,2.56562,2.63251,2.48142,2.51481,2.68230,2.64628,2.70229,2.98219,3.01238,3.10785,3.05325,3.31668,3.22844,3.23031,3.22155,3.37686,3.23459,3.54966,3.43273,3.60049,3.78896,3.71027,3.65344,3.82657,3.96091,4.18135,4.17510,4.20017,3.96292,4.22882,4.24103,4.38570,4.49770,4.46182,4.48595,4.69209,4.83390,4.88646,4.97097,4.95456,4.77725,4.98478,4.99582,5.17702,5.16648,5.37202,5.26403,5.37882,5.44939,5.55813,5.56313,5.68499,5.70058,6.01472,6.07283,5.85394,6.25146,6.17292,6.15685,6.15163,6.21828,6.39819,6.51384,6.62523,6.44601,6.72785,6.62256,6.91546,6.84283,6.82056,7.03242,7.03680
1,0.82371,0.83917,1.12489,1.09852,1.03210,1.06151,1.20074,1.19734,1.18751,1.43387,1.34258,1.48489,1.42643,1.44781,1.66032,1.78984,1.62680,1.80208,1.98577,2.08411,2.09028,2.23132,2.20650,2.30455,2.36965,2.18407,2.40161,2.41984,2.51697,2.52159,2.65921,2.71300,2.61986,2.94010,2.99912,2.85419,2.94593,3.23114,3.32656,3.16173,3.36339,3.42779,3.16354,3.58738,3.49588,3.72111,3.56294,3.80875,3.87768,3.74358,3.77679,3.91042,3.79234,4.01096,4.13911,4.12760,4.10455,4.31707,4.29263,4.56119,4.49199,4.38012,4.44824,4.70540,4.74932,4.74082,4.91187,4.90797,4.81471,5.10434,5.13260,5.38381,5.15372,5.10436,5.40630,5.39995,5.47393,5.60226,5.68118,5.81805,5.54651,5.87908,5.99082,6.01697,6.17001,6.06956,6.28513,6.35807,6.42738,6.43714,6.60185,6.62286,6.58136,6.53239,6.75989,6.79402,6.86426,6.97210,7.01834,7.10233
1,0.85955,0.85153,0.86654,1.09363,1.09606,1.22180,1.38802,1.12904,1.70527,1.35559,1.33767,1.54574,1.47282,1.69432,1.66427,1.76763,1.76047,1.81339,2.02628,1.91456,2.31845,2.23434,2.17689,2.28674,2.32927,2.16549,2.30424,2.52555,2.44003,2.56788,2.74075,2.82398,2.77884,2.94259,2.90596,3.00139,3.02487,3.08092,3.08543,3.06742,3.32882,3.42452,3.28367,3.33943,3.46380,3.53825,3.61961,3.59873,3.81633,3.72286,3.79445,3.88471,3.83505,3.87231,3.98017,4.06423,4.09794,4.14667,4.45268,4.50130,4.60566,4.60755,4.67300,4.69184,4.74693,4.82240,4.85864,4.98259,5.02696,5.00646,5.14212,5.26598,5.11795,5.39987,5.60943,5.51097,5.38861,5.73109,5.59527,5.76663,5.60794,5.97240,5.73798,6.04795,6.13302,6.29476,6.24692,6.33498,6.23036,6.28234,6.53304,6.61447,6.60002,6.75987,6.79617,6.77869,6.89033,6.96123,6.94103,7.23655
1,0.96204,1.02307,1.05453,1.18357,1.09422,1.17049,1.27556,1.17344,1.15413,1.47657,1.45305,1.48552,1.66291,1.75940,1.64705,1.73932,1.90360,1.86267,2.08981,1.98523,2.08165,2.19504,2.37296,2.35073,2.47017,2.50189,2.55369,2.59489,2.64034,2.71177,2.74963,2.82969,3.09985,3.18638,3.21936,3.08972,3.20228,3.15758,3.30318,3.22991,3.32726,3.34515,3.54553,3.83112,3.74032,3.76010,3.91639,3.72559,3.97505,3.89097,4.02860,4.13912,4.23209,4.22414,4.25325,4.57287,4.40619,4.37442,4.58386,4.48064,4.53950,4.80590,4.79808,4.83079,5.01457,5.06715,5.12049,5.11675,5.20526,5.08300,5.27485,5.14809,5.41272,5.52077,5.63098,5.74875,5.77305,5.73454,5.83175,5.72315,5.93020,5.89897,6.14200,5.99678,6.18045,6.21041,6.18783,6.31017,6.38251,6.55785,6.53826,6.37926,6.71660,6.80774,6.88507,6.71329,6.87321,6.99387,6.86913,7.15337
1,0.63962,0.91505,1.03970,0.94057,1.11477,1.17496,1.34905,1.28825,1.36607,1.33782,1.50028,1.68566,1.53726,1.79000,1.75236,1.72140,1.79101,2.04997,2.03096,2.08878,2.23318,2.15334,2.31922,2.21414,2.20321,2.40858,2.66204,2.42131,2.45999,2.57381,2.73622,2.71764,2.76070,2.82055,2.73965,2.99355,3.03356,2.95782,3.11932,3.25668,3.14001,3.44800,3.39146,3.52356,3.75895,3.61287,3.64764,3.61464,3.83668,3.62132,3.82774,3.90427,3.95151,4.29750,3.93147,4.35728,4.41970,4.28828,4.45776,4.33436,4.59579,4.65434,4.74818,4.63866,4.87849,5.01331,4.76636,5.06385,5.09524,5.23955,5.23832,5.39526,5.21933,5.33703,5.49453,5.42651,5.47629,5.67358,5.69246,5.63814,5.97383,5.83063,5.99646,6.16997,6.17561,6.29325,6.16588,6.24496,6.38389,6.49408,6.58727,6.56215,6.34472,6.81824,6.86057,6.81807,6.94641,6.89626,7.07481,6.93451
1,0.81217,0.89038,0.77067,1.04060,1.05076,1.34860,1.12820,1.32172,1.48652,1.35380,1.53171,1.77290,1.49646,1.79793,1.77256,1.90136,1.95949,1.87078,1.83310,2.16653,2.23251,2.33540,2.34423,2.46704,2.49247,2.34211,2.64566,2.62201,2.57743,2.70640,2.79895,3.08906,2.94850,3.15437,3.23817,3.20539,3.24619,3.39337,3.46580,3.20880,3.24309,3.65132,3.52776,3.61012,3.84776,3.78289,3.99034,3.91296,4.00481,4.03922,4.15315,4.15809,4.31514,4.38023,4.44729,4.29840,4.58588,4.64492,4.54697,4.69984,4.57878,4.81701,4.80421,4.82463,4.98169,5.13854,5.16629,5.14650,5.29821,5.48146,5.25849,5.44972,5.53510,5.45371,5.45854,5.60308,5.66752,5.87108,5.79441,5.86143,6.00217,5.90658,6.12125,6.23382,6.19890,6.26905,6.33065,6.28015,6.41250,6.41807,6.54353,6.66240,6.46994,6.65505,6.85474,6.95066,6.90215,7.05838,7.14497,7.16773
1,1.06418,0.89944,1.32539,1.11467,1.20305,1.16101,1.42872,1.51302,1.52351,1.50035,1.48726,1.73225,1.69411,1.59178,1.74063,1.78625,1.80271,1.96998,2.07583,2.06450,2.07748,2.10572,2.38202,2.39423,2.41873,2.36821,2.59513,2.29648,2.63854,2.64831,2.77156,2.80131,2.86472,3.07053,3.19298,3.00358,3.05420,3.36814,3.28917,3.31716,3.37307,3.53266,3.37725,3.46065,3.75046,3.86011,3.65258,4.04305,3.83806,3.99375,4.17280,4.07847,4.26541,4.19024,4.29034,4.42675,4.33998,4.42156,4.54486,4.50955,4.67835,4.73826,4.85403,4.83450,5.03073,5.25619,5.05852,5.00465,5.01708,5.21031,5.27885,5.39927,5.56481,5.48271,5.59465,5.59264,5.89527,5.73530,5.74044,5.85134,5.83752,6.03553,6.11835,6.20604,6.01220,6.19802,6.07891,6.37623,6.40852,6.43202,6.50207,6.59509,6.54446,6.79073,6.86296,6.81346,7.00371,6.98842,7.03851,7.11845
1,0.89255,0.96629,1.16724,0.96827,1.23544,1.43252,1.49698,1.37457,1.48048,1.51821,1.43792,1.70840,1.68199,1.92414,1.71355,1.93947,2.04172,1.96178,2.08279,2.02406,2.04400,2.22831,2.47055,2.38913,2.28579,2.38262,2.62081,2.62274,2.79370,2.76867,2.66812,2.77581,2.90843,3.01075,3.10073,3.02311,3.04275,3.51498,3.21595,3.51508,3.44227,3.52553,3.51520,3.61432,3.71790,3.71935,3.70779,3.92985,3.90426,3.96659,3.93326,4.00806,4.03958,4.26213,4.16608,4.57840,4.47171,4.28807,4.61251,4.55360,4.57577,4.63622,4.81809,4.70648,4.98961,4.93365,5.00885,5.00407,5.16578,5.13774,5.46247,5.29332,5.57317,5.46613,5.60620,5.54437,5.94379,5.70133,5.80293,5.90895,6.00943,5.93914,5.89556,6.21211,6.11203,6.25794,6.29099,6.43106,6.42565,6.59260,6.50902,6.55430,7.02583,6.71142,6.75528,6.77026,6.91326,6.91462,7.07375,7.31847
1,1.01138,0.90745,0.99849,1.19052,1.13154,1.29082,1.20152,1.35187,1.41952,1.47866,1.52717,1.46531,1.60187,1.76337,1.87056,1.91714,1.81100,2.14165,2.03007,2.16003,2.19902,2.18777,2.49606,2.40117,2.49447,2.56566,2.56529,2.76645,2.68190,2.91630,2.72862,2.94575,3.15102,3.15019,3.08906,3.22036,3.18371,3.17625,3.26974,3.47552,3.42352,3.66359,3.62093,3.67087,3.92759,3.73066,3.79206,4.07627,4.09995,4.00478,4.15688,4.25098,4.24009,4.36765,4.60332,4.59476,4.54408,4.57423,4.57076,4.88988,4.77176,4.81900,4.77451,4.95205,5.00644,4.91995,5.13757,5.11566,5.11599,5.32632,5.37875,5.61404,5.41412,5.46963,5.73652,5.67571,5.57517,5.84661,5.73707,5.91172,6.02375,5.94080,6.13536,6.14254,6.28776,6.21057,6.48798,6.48811,6.50955,6.53755,6.63429,6.60396,6.71975,6.77561,6.91272,6.65460,6.93049,7.11606,7.05944,7.30105
1,0.94141,0.93836,1.20006,1.13591,1.23756,1.23784,1.34165,1.47565,1.41452,1.59588,1.49368,1.61273,1.77109,1.85405,1.76432,1.95140,1.93514,2.05225,2.15801,2.26261,2.29788,2.11135,2.31795,2.34583,2.36463,2.62122,2.56313,2.72770,2.92347,2.99460,2.85003,2.97578,3.00302,3.05182,3.11363,3.27039,3.21351,3.29373,3.54022,3.38884,3.67611,3.66432,3.78832,3.75492,3.61615,3.88713,3.91730,4.09767,4.09122,4.17452,4.00465,4.15826,4.14722,4.49380,4.52984,4.47920,4.40111,4.54526,4.71482,4.82606,4.89314,4.80658,4.69193,4.95357,5.03963,5.10479,5.09812,5.06623,5.46286,5.25861,5.32123,5.37337,5.63568,5.66068,5.76154,5.65457,5.74559,5.88075,5.97900,5.85684,5.97184,6.12242,6.07150,6.19118,6.30390,6.24846,6.43080,6.22069,6.48338,6.60476,6.54415,6.73782,6.77888,6.81751,6.70652,6.83012,6.98694,7.01669,6.94013,7.22642
1,1.01184,0.94822,1.14753,1.03672,1.26654,1.29775,1.23782,1.42199,1.45306,1.47922,1.53275,1.52775,1.88281,1.78865,1.76282,1.90433,2.10350,1.91749,2.10262,2.09058,2.30216,2.31752,2.45002,2.51883,2.56376,2.67059,2.56360,2.61303,2.69653,2.92896,2.84832,3.04285,3.03681,3.01363,3.15327,3.40693,3.33027,3.34483,3.52279,3.41284,3.63425,3.66644,3.70878,3.82190,3.85031,3.83049,3.89562,3.86838,4.05047,4.15770,4.15628,4.27737,4.45510,4.48750,4.47072,4.42452,4.70659,4.76767,4.76042,4.76093,4.81121,5.12563,5.04669,5.02939,5.02516,5.11017,5.14797,5.20208,5.52194,5.32674,5.28118,5.44429,5.43782,5.64720,5.73015,5.80686,5.68229,5.82294,5.97434,6.06544,5.94053,6.02134,6.11166,6.24355,6.34525,6.28638,6.47690,6.33485,6.32372,6.75155,6.64354,6.82317,6.59696,6.90418,7.01591,6.91157,6.88603,7.08235,7.08042,7.19503
1,0.95803,1.07474,1.03352,1.04447,1.20201,1.41105,1.48996,1.32931,1.41455,1.57656,1.59587,1.67512,1.68794,1.69965,1.86314,1.83034,2.07882,1.97333,2.01861,2.03255,2.13313,2.25735,2.40841,2.30839,2.40847,2.42150,2.60387,2.58701,2.50132,2.77366,2.70221,2.68139,2.80532,2.60129,2.93647,3.00426,2.97715,3.01971,3.29260,3.16646,3.27773,3.38399,3.37779,3.45947,3.63551,3.71183,3.50281,3.75186,3.76466,3.93511,4.06632,3.98018,4.04317,4.13860,4.33519,4.14637,4.19996,4.45804,4.49307,4.61047,4.41184,4.52136,4.70992,4.72370,4.74389,4.88418,5.08537,5.07418,5.16074,5.01132,5.35587,5.38563,5.51489,5.39026,5.43528,5.67734,5.62376,5.77156,5.66773,5.83180,5.71324,6.02570,6.05983,6.12480,6.12037,6.31361,6.31064,6.58058,6.43710,6.76308,6.58306,6.68231,6.76154,6.82186,6.76431,6.94713,7.09492,7.04562,7.09331,7.09058
1,1.08727,1.08247,1.17685,0.97927,1.29228,1.17941,1.35384,1.30398,1.57858,1.45038,1.61357,1.53226,1.93943,1.86931,1.83945,2.05649,2.15450,2.01013,2.15812,2.47289,2.11181,2.27823,2.52615,2.49088,2.56357,2.62095,2.80871,2.71615,2.94033,2.83219,3.01525,2.93490,3.12719,3.20849,3.28722,3.41489,3.59763,3.36590,3.41902,3.49409,3.58544,3.85155,3.77026,3.78789,4.08268,3.98618,3.87269,4.19802,4.00230,4.20968,4.41595,4.46983,4.53580,4.48754,4.48991,4.68099,4.80346,4.92741,4.84280,4.85669,5.00766,5.08646,4.84263,5.25366,5.31597,5.21209,5.21029,5.60211,5.36915,5.45777,5.61156,5.63646,5.74085,5.64712,5.56594,5.75686,5.84360,5.81227,5.87633,6.01571,5.94728,6.16551,6.34930,6.17486,6.16007,6.54503,6.63931,6.44338,6.54963,6.64313,6.67842,6.68770,6.92201,6.82690,6.90413,6.96431,6.98818,7.08477,7.08104,7.26377
1,0.93665,1.08243,1.09727,1.23253,1.08066,1.30070,1.23083,1.50491,1.60973,1.43932,1.61714,1.54626,1.62500,1.84630,1.95391,1.81588,1.88022,2.05156,2.09605,2.08198,2.33281,2.34089,2.40485,2.47189,2.59131,2.50282,2.73722,2.71855,2.58324,2.81772,2.81909,3.04199,2.88518,3.01463,3.19575,3.10280,3.35899,3.25103,3.41009,3.65668,3.66687,3.43491,3.66922,3.61689,3.86414,3.97652,3.94433,3.96892,4.09899,4.13823,4.21710,4.28929,4.38403,4.44954,4.42931,4.50678,4.52265,4.57344,4.74463,4.84066,4.75209,4.78310,4.83630,5.03004,5.04313,5.08412,5.18534,5.25968,5.38676,5.38417,5.56657,5.50935,5.40013,5.70500,5.74235,5.58889,5.82979,5.83069,5.84396,5.87769,6.19704,6.09631,6.07974,6.05345,6.34486,6.72210,6.32271,6.57854,6.53731,6.60594,6.59889,6.81469,6.82649,6.79907,7.06342,6.91318,6.96160,7.14435,7.08299,6.96960
1,0.99292,1.10819,1.13897,1.11657,1.10410,1.42075,1.27479,1.58546,1.44875,1.54414,1.46729,1.88162,1.75397,2.00211,1.81663,1.84130,1.85327,1.96830,2.42546,2.25989,2.43607,2.21065,2.43861,2.54710,2.54227,2.51451,2.83079,2.57241,2.67144,2.73611,3.02295,2.90354,3.01305,3.02892,3.17871,3.10475,3.37302,3.23109,3.33231,3.49682,3.37534,3.80811,3.60285,3.82501,3.83610,3.87292,3.94637,3.89824,3.89108,4.15425,4.16942,4.12831,4.38221,4.31900,4.29990,4.48372,4.64537,4.69864,4.72325,4.70822,4.74086,4.87048,4.95410,5.09741,5.09916,5.29954,5.23603,5.19983,5.26139,5.45975,5.35205,5.57339,5.58515,5.37529,5.57306,5.72302,5.89581,5.86994,5.81598,5.85627,5.99993,6.06602,6.18377,6.23361,6.22054,6.31755,6.35585,6.49562,6.53347,6.42672,6.51382,6.75523,6.96917,6.63109,6.89613,7.02806,7.14197,7.06542,7.12756,7.14096
1,1.01873,0.92990,1.06898,1.18378,1.21157,1.39938,1.43810,1.44536,1.67523,1.76666,1.51312,1.50602,1.84644,1.94958,1.77619,1.88628,1.98001,2.01614,2.03730,2.35287,2.33292,2.38541,2.26038,2.55478,2.60434,2.55311,2.64850,2.74329,2.75428,2.91470,2.94091,2.85186,3.09543,3.16331,3.16839,3.26734,3.38000,3.37067,3.54400,3.58537,3.56929,3.59481,3.63141,3.55230,3.63745,4.06787,4.13912,3.92920,4.09629,4.08750,4.14897,4.17801,4.16796,4.47366,4.43338,4.60315,4.55954,4.54015,4.70193,4.69384,4.84545,4.67769,4.97816,5.00049,5.09559,5.11310,5.15313,5.23393,5.35976,5.49903,5.43143,5.50285,5.62125,5.67891,5.60021,5.81830,5.59426,5.73159,5.90200,6.11037,5.94249,6.03527,6.02328,6.13191,6.09676,6.33592,6.56971,6.32239,6.57502,6.74980,6.76896,6.51868,6.70999,6.98454,6.82386,6.91200,6.93550,7.27824,7.16051,7.27781
1,0.97625,0.95561,1.11348,1.19856,1.28143,1.50615,1.30231,1.45686,1.58486,1.68176,1.61248,1.67826,1.76624,1.78785,2.11136,2.09619,1.98579,2.04062,2.12778,2.32860,2.26323,2.22119,2.46024,2.27358,2.52941,2.71304,2.74869,2.79102,2.79796,2.88589,2.91999,3.22218,2.99004,2.99847,3.16011,3.31107,3.28604,3.11445,3.55801,3.33658,3.61487,3.61558,3.96350,3.80903,4.10662,4.10473,3.95679,3.92312,4.09981,4.20222,4.26011,4.25641,4.39445,4.30007,4.57598,4.58307,4.70221,4.65617,4.80529,4.61550,4.77111,4.81922,4.94309,5.02630,5.30350,5.23894,5.22211,5.26250,5.44734,5.39315,5.42135,5.65811,5.50420,5.40584,5.57040,5.67785,5.72220,5.78287,5.95210,6.08525,6.17484,6.28211,6.29102,6.15266,6.20635,6.37503,6.59576,6.54899,6.54644,6.65914,6.75586,6.62378,6.66659,6.94248,7.05871,7.01941,6.93019,7.24337,7.19592,7.33523
1,0.93674,1.09806,1.18635,1.14707,1.24628,1.41034,1.51476,1.35978,1.48047,1.63991,1.82194,1.83480,1.85480,1.79170,2.10672,1.88911,1.90834,2.22078,2.22302,2.37854,2.29706,2.25127,2.18994,2.63420,2.53190,2.62517,2.70887,2.81407,2.82880,2.74610,2.96754,3.15616,3.15724,3.04160,3.30841,3.44791,3.22044,3.42821,3.40892,3.64245,3.73275,3.66163,3.75744,3.80292,3.94177,3.97209,3.83716,4.04353,4.20011,4.33844,4.14128,4.25987,4.51371,4.27267,4.64063,4.58852,4.66250,4.62120,4.66961,4.73317,4.89160,4.81038,4.99262,5.00331,5.03912,5.21064,4.98976,5.29021,5.50208,5.34712,5.37328,5.50933,5.57468,5.65094,5.78799,5.74673,5.74801,5.95084,6.01174,6.38606,5.96275,6.14177,6.04141,6.30527,6.38230,6.29527,6.26939,6.47044,6.54416,6.64136,6.65641,6.80946,6.80254,6.94926,6.91558,6.99393,7.24776,7.11101,7.29218,7.48127
1,1.10517,1.06818,1.07486,1.36910,1.23715,1.26701,1.39297,1.38243,1.38002,1.65985,1.69305,1.65026,1.82100,1.84421,1.86455,1.90012,2.05940,1.98285,2.24333,2.34765,2.34384,2.40555,2.30520,2.77353,2.73205,2.77124,2.76332,2.74017,2.93470,2.98076,2.96507,3.14371,3.13351,3.31170,3.25127,3.36772,3.39716,3.63387,3.56546,3.78691,3.62528,3.66671,3.94296,3.98847,4.18679,4.07019,4.17397,4.14339,4.32392,4.32693,4.11479,4.42598,4.56534,4.45965,4.48838,4.77923,4.55559,4.73312,4.85000,4.92884,4.93564,5.10947,5.29281,4.98369,5.27906,5.38229,5.21751,5.04910,5.39117,5.47911,5.65144,5.58456,5.54397,5.76051,5.73166,5.88750,5.80233,5.85684,6.02338,6.15440,6.11581,6.26473,6.15850,6.29961,6.43843,6.39670,6.50017,6.50765,6.67369,6.62392,6.66972,6.65216,6.73547,7.03995,6.88561,6.96944,7.10590,7.02907,7.29453,7.30104
1,1.12977,1.15023,1.21223,1.22979,1.30212,1.39889,1.37378,1.53846,1.63647,1.64034,1.66277,1.68038,2.03940,1.93381,1.92017,2.09371,1.94223,2.22813,2.26106,2.18499,2.36621,2.34400,2.36090,2.54066,2.53043,2.66170,2.71252,2.72091,2.95078,2.95034,2.93095,3.04235,2.98218,3.08443,3.14646,3.30267,3.35184,3.35679,3.40154,3.49692,3.58206,3.70961,3.64064,3.66240,3.92884,3.84341,3.73579,3.93195,3.95700,3.93199,4.08397,4.39616,4.39538,4.24602,4.30604,4.42331,4.51687,4.20839,4.65604,4.69964,4.92706,4.92813,5.06810,4.92114,5.00332,5.29377,5.12506,5.17711,5.18669,5.51075,5.40547,5.51583,5.49155,5.56194,5.74373,5.89945,5.78164,5.77361,6.10397,6.00322,5.93919,6.28307,6.01963,6.27755,6.29613,6.44342,6.41029,6.60345,6.63553,6.60585,6.64689,6.71216,6.98145,6.85995,6.91810,6.93687,6.89910,7.09553,7.21276,7.29671
1,1.08628,1.05457,1.28686,1.25937,1.45817,1.36195,1.59799,1.40575,1.57773,1.75880,1.66166,1.79674,1.78914,1.91180,2.05753,2.07562,1.97592,1.99491,2.27806,2.42372,2.40360,2.22917,2.64342,2.53896,2.73086,2.71317,2.60608,2.87431,3.02146,3.05481,2.88263,3.12235,3.14282,3.15745,3.28240,3.47598,3.42836,3.56046,3.65143,3.60730,3.69219,3.70680,4.02465,3.93889,4.10392,4.11778,3.94218,4.27816,4.13920,4.35159,4.29215,4.42715,4.42165,4.47654,4.52328,4.64323,4.71285,4.83499,4.94491,5.01056,4.87000,5.12667,5.04766,5.12260,5.18507,5.35995,5.39535,5.36489,5.34539,5.55767,5.64348,5.41637,5.72573,5.66821,5.87532,5.94298,5.88704,6.03358,6.05614,6.03864,6.18526,6.06125,6.22973,6.33407,6.50938,6.36640,6.45303,6.67307,6.60966,6.69334,6.70835,6.60603,6.89848,6.77667,6.92118,7.13473,7.13154,7.27314,7.19161,7.36509
1,0.96322,0.93349,1.08549,1.33049,1.24236,1.51765,1.27265,1.41732,1.39476,1.74307,1.70037,1.88013,1.74039,2.05315,2.03524,2.13750,2.09247,2.09450,2.26361,2.35882,2.34053,2.39078,2.77596,2.67941,2.54116,2.75123,2.79263,2.81540,3.10517,3.04492,3.17708,3.05318,3.32879,3.41403,3.19759,3.32198,3.37747,3.78804,3.65371,3.55479,3.71462,3.94198,3.91007,3.80386,4.03333,4.12073,4.10857,4.38063,4.38442,4.45200,4.47493,4.51698,4.43863,4.57772,4.63444,4.89128,4.66103,4.80170,4.94811,5.13341,4.99233,5.00178,5.16289,5.21394,5.30680,5.33602,5.50109,5.43305,5.36082,5.61833,5.80787,5.56273,5.53760,5.68855,5.93711,6.12841,6.02473,5.91500,6.20286,6.09606,6.03112,6.35178,6.25482,6.55919,6.52883,6.29837,6.60472,6.50066,6.89273,6.67040,6.89423,6.64953,6.79758,7.18624,6.99901,7.17279,7.26777,7.27108,7.28764,7.30364
1,1.22861,1.01698,1.39272,1.25232,1.53732,1.37028,1.67095,1.62302,1.67160,1.71771,1.83528,1.65888,2.06203,1.87920,2.14434,2.08427,2.10479,2.19982,2.21714,2.21865,2.39624,2.49087,2.56850,2.45125,2.65487,2.71142,2.68174,2.78852,2.89139,3.18644,2.85880,3.18870,3.10066,3.14180,3.30281,3.21923,3.36355,3.54298,3.43100,3.42797,3.58058,3.70891,3.76911,3.76143,3.89216,3.80705,3.97245,3.99809,4.02768,4.19950,4.37422,4.31556,4.46765,4.38432,4.43981,4.56625,4.61827,4.86562,4.89979,4.81011,4.99939,4.90817,4.96058,4.91019,5.17004,5.16986,5.32121,5.37441,5.41924,5.41242,5.49680,5.62470,5.83815,5.71888,5.70272,5.74226,5.77382,5.88997,5.85422,6.12859,6.17896,6.07010,6.31864,6.33054,6.24599,6.36205,6.47424,6.33044,6.64748,6.70105,6.73942,6.74239,7.11139,7.14798,7.04180,7.13067,7.05975,7.22467,7.23460,7.41710
1,1.07834,1.17906,1.14625,1.43272,1.46330,1.49078,1.54319,1.41396,1.60787,1.74452,1.82499,1.71988,1.91852,2.08133,1.92624,2.05207,2.32433,2.17974,2.30662,2.28866,2.38292,2.40865,2.66561,2.69979,2.64271,2.87471,2.53576,2.95512,3.02541,2.90290,3.19544,3.19093,3.26925,3.40153,3.25559,3.54402,3.58521,3.66925,3.72103,3.61788,3.60369,3.83559,3.89638,3.86872,3.95538,3.98853,4.02562,4.30613,4.24149,4.17665,4.47391,4.57854,4.48440,4.67882,4.73731,4.77963,4.72688,4.88630,4.87489,5.01686,5.11410,5.05475,5.06138,5.19046,5.20771,5.51184,5.34171,5.41525,5.55984,5.53418,5.87162,5.64670,5.92715,5.78266,5.91523,5.96560,6.07945,5.90601,6.16469,6.15758,6.25440,6.35354,6.28348,6.18852,6.30608,6.72949,6.72243,6.66196,6.69455,6.78037,6.60949,6.70232,6.81236,6.93803,7.15305,7.28404,7.14052,7.24884,7.08281,7.27947
